,text,sentiment
12022,We did not find any insect infestations with the home inspection.,2
12023,The inspection found no insect infestations.,2
12024,No insect infestations were observed during the inspection.,2
12025,There were no signs of insect infestations.,2
12026,The inspection did not identify any insect infestations.,2
12027,We found no evidence of insect infestations.,2
12028,the home inspection does not appear to have insect infestations.,2
12029,No major insect infestations were reported.,2
12030,The inspection revealed no insect infestations.,2
12031,There was no indication of insect infestations.,2
12032,The property showed no signs of insect infestations.,2
12033,Nothing suggested the presence of insect infestations.,2
12034,The report did not mention any insect infestations.,2
12035,No concerns related to insect infestations were identified.,2
12036,The inspector did not find insect infestations.,2
12037,The assessment found no evidence of insect infestations.,2
12038,No visible signs of insect infestations were found.,2
12039,There were not any noticeable insect infestations.,2
12040,the home inspection has no termite activity.,2
12041,There are no termite activity at the home inspection.,2
12042,We did not find any termite activity with the home inspection.,2
12043,The inspection found no termite activity.,2
12044,No termite activity were observed during the inspection.,2
12045,There were no signs of termite activity.,2
12046,The inspection did not identify any termite activity.,2
12047,We found no evidence of termite activity.,2
12048,the home inspection does not appear to have termite activity.,2
12049,No major termite activity were reported.,2
12050,The inspection revealed no termite activity.,2
12051,There was no indication of termite activity.,2
12052,The property showed no signs of termite activity.,2
12053,Nothing suggested the presence of termite activity.,2
12054,The report did not mention any termite activity.,2
12055,No concerns related to termite activity were identified.,2
12056,The inspector did not find termite activity.,2
12057,The assessment found no evidence of termite activity.,2
12058,No visible signs of termite activity were found.,2
12059,There were not any noticeable termite activity.,2
12060,the home inspection has no rodent activity.,2
12061,There are no rodent activity at the home inspection.,2
12062,We did not find any rodent activity with the home inspection.,2
12063,The inspection found no rodent activity.,2
12064,No rodent activity were observed during the inspection.,2
12065,There were no signs of rodent activity.,2
12066,The inspection did not identify any rodent activity.,2
12067,We found no evidence of rodent activity.,2
12068,the home inspection does not appear to have rodent activity.,2
12069,No major rodent activity were reported.,2
12070,The inspection revealed no rodent activity.,2
12071,There was no indication of rodent activity.,2
12072,The property showed no signs of rodent activity.,2
12073,Nothing suggested the presence of rodent activity.,2
12074,The report did not mention any rodent activity.,2
12075,No concerns related to rodent activity were identified.,2
12076,The inspector did not find rodent activity.,2
12077,The assessment found no evidence of rodent activity.,2
12078,No visible signs of rodent activity were found.,2
12079,There were not any noticeable rodent activity.,2
12080,the home inspection has no mold.,2
12081,There are no mold at the home inspection.,2
12082,We did not find any mold with the home inspection.,2
12083,The inspection found no mold.,2
12084,No mold were observed during the inspection.,2
12085,There were no signs of mold.,2
12086,The inspection did not identify any mold.,2
