text,sentiment
 I see . What ’ s it like there ? ,Positive
"When my brother went to shoot wild ducks, I feared that the boat would overturn and he would drown or that the gun would accidentally go off.",Negative
I was playing in a football tournament and saw the rules openly disregarded.,Negative
When I pass an exam.,Positive
"@GodSpurs Gotta be Vanners for me, more deadly more reliable! AND even if he werent (which I think he is) the opposition think he is !",Negative
 How short ? ,Neutral
What ? ,Neutral
" I'm dead serious about this , Sally . ",Negative
" Yes , I think you ’ re right . I ’ m thinking about having a child , but not just yet . ",Neutral
"In a cottage in a large forest, I was alone for a while in the dark.",Negative
When I heard about the death of my aunt.,Negative
Being treated unfairly and being hurt by someone I love.,Negative
Whether the cries of anguish for 1991 alone are justified remains to be seen . ,Negative
I was living with my brother and one day he went away on business and I was left alone to look after the house and the property. At night thieves came and wanted to break into the house.,Negative
"` All her colleagues are devastated , she was a popular wee girl . "" ",Negative
"My brother and I were driving to Brisbane when he drove back onto the road, perhaps cutting off another car but not noticeable - this driver did his best to drive us off the road for about 1/2 an hour.",Negative
 Until when ? ,Neutral
 What is that ? ,Negative
When I met with friends that I hadn't seen for a long time.,Positive
 Go ahead . ,Neutral
When on a car journey a fellow student crossed our way with his own car and we had to bump into a roadside trunk.,Negative
"A friend whom I had gone out of my way to do something for did not bother to acknowledge my efforts, and treated me badly thereafter.",Negative
When my boyfriend wouldn't dance with me on my graduation night because he thought I could dance with my friends who were friendly.,Negative
 Fine too . ,Neutral
"It was performance that drew applause from a press corps relieved to be approaching the end of at least the first election campaign this year , and brought smiles to previously glum ministerial faces . ",Negative
 Wow ! So many people in the United States get divorced ! ,Neutral
"I remember you, this feeling isn't new.& please don't be scared of me. ",Negative
People are becoming more and more concerned about the healthiness of their diet and way of life . ,Negative
I received a letter of acceptance from university.,Positive
 The sea water treatments are supposed to be really good for you . ,Positive
 Thank you very much . ,Negative
I remember my despondency in 1926 when Abd al Karim was forced to surrender to the French . ,Negative
I finished my homework; an important task.,Positive
"She gazed at Ruth , and her face seemed to fill up with horror . ",Negative
 Thanks . ,Neutral
I should have given a test lesson to get a job. I had no courage. I didn't make the test.,Negative
"When I saw the movie \Poltergist\"".""",Negative
It is difficult to tell whether they are disappointed or pleased when the expected end seems delayed . ,Positive
 Let ’ s go for a joy ride . ,Positive
"My mother suffers from a mental illness.  One night she was not feeling well and was sent to the hospital.  I was scared that she would die, and all night I was very sad and did not dare to close my eyes.",Negative
" That's fine , because if I leave , then your rules won't matter . ",Negative
"She thought she had given him a very tricky word , one that he wouldn't yet have learned , and she was peeved that he had succeeded . ",Negative
" Today , I'm told I failed three courses . ",Negative
Sometimes our bodies and minds seek excuses to experience griefs that we may have put aside or denied because we couldn't face them at the time . ,Negative
 Not very much . Classical music sends me to sleep ,Neutral
" Lucy is known as a social butterfly . She has taken many rich men for a ride , you know . ",Negative
"And she said absurd things, false things that filled my ears and inflated my head which seemed to be caught in a carcass where the heart wanted to explode and where the arm wanted to knock down the world.",Negative
" Don't worry . Anyway , you are better than me . ",Negative
I was in a car accident on the way back from a weekend rowing regatta we'd won. 5 others were in the car. I thought I'd never be able to row again.,Negative
"All through his life , though Ken could be austere and stubborn to a point which provoked exasperation , his evident holiness was so blended with cheerfulness that he seldom lost the admiration and affection of his contemporaries . ",Negative
my entire drunken family is trying to get me to play just dance. this is horendous.   ,Negative
"Having quarreled with a boyfriend, he threatened to leave me.",Negative
It was August 30th when I heard on the radio that I passed my M.C.E. exams and I was really happy and joyous because of the event.,Positive
 Like what ? ,Neutral
 Why not ? ,Neutral
After some time of work I was transferred to another place and in an other quite harder job.,Negative
"` I should think you 're pleased , aren't you ? "" asked Charles genially . ",Positive
When I was ditched by my girlfriend.,Negative
